955000,1299,2,2,1
822000,949,2,2,1
594800,549,1,1,1
650000,549,1,1,1
435000,249,0,1,1
519900,549,1,1,1
873000,949,2,2,1
625000,749,1,1,1
440000,649,1,1,1
630000,649,1,1,1
703880,549,1,1,1
679000,649,1,1,1
603600,649,1,1,1
635000,749,1,1,1
715000,849,2,1,1
960000,1199,1,2,1
780000,1099,1,2,1
517000,649,1,1,1
484000,249,0,1,1
2850000,2624,2,3,1
596000,649,1,1,1
532000,649,1,1,1
425000,549,0,1,1
625000,549,1,1,1
675000,649,1,1,1
920000,849,2,2,1
673800,549,1,1,1
728000,749,1,2,1
308000,249,0,1,1
1100000,1499,2,2,1
525000,549,1,1,1
885000,849,2,2,1
951600,849,2,2,1
570000,849,1,1,1
1250000,1299,2,2,1
690000,649,1,1,1
440000,249,1,1,1
827000,749,2,2,1
665000,749,1,2,1
660000,949,1,2,1
846300,749,2,2,1
625000,749,1,1,1
1565000,1099,1,2,1
652000,749,1,2,1
827000,749,2,2,1
790000,849,2,2,1
838000,949,2,2,1
620000,549,1,1,0
780000,549,1,1,1
1090000,849,2,2,1
645000,649,1,1,1
760000,749,1,2,1
643000,649,1,1,1
1920000,2124,2,2,1
573800,649,1,1,1
652000,549,1,1,1
494500,549,1,1,1
5000,0,0,0,1
1090000,949,2,2,1
548000,249,1,1,1
610000,649,1,1,1
650000,549,1,1,1
725000,949,1,2,1
1200000,849,2,2,1
355000,249,0,1,1
1705000,1299,1,2,1
680000,849,1,1,1
880000,649,1,1,1
483000,249,0,1,1
35000,0,0,0,1
525000,749,1,1,1
940000,849,3,2,1
422000,249,0,1,1
636000,749,1,1,1
930000,949,2,2,1
532000,649,1,1,1
1850000,2124,2,2,1
584000,649,1,1,1
850000,649,1,1,1
590000,849,1,2,1
673000,649,1,1,1
575000,749,1,1,1
851600,749,2,2,1
625000,249,1,1,1
1030000,1099,2,2,1
596000,549,1,1,1
1574000,1499,2,2,1
2215000,2124,2,2,1
394500,249,0,1,1
575000,749,1,1,1
483000,249,0,1,1
795000,549,1,1,1
947000,749,2,1,1
775000,749,2,2,0
600000,549,1,1,1
522558,549,1,1,1
625000,549,1,1,1
1505000,1499,2,2,1
515000,649,1,1,1
535000,849,1,1,1
482000,249,0,1,0
636800,549,1,1,1
635000,549,1,1,0
1208000,1299,3,2,1
850000,849,2,2,1
960000,849,2,2,1
750000,849,2,2,1
605000,549,1,1,1
830000,849,2,2,1
1275000,849,2,2,1
440000,249,0,1,0
2268000,1899,2,3,1
673900,549,1,1,1
880000,749,2,2,1
575000,649,1,1,0
3200000,2374,2,3,1
620000,549,1,1,0
617000,549,1,1,0
614500,649,2,1,1
662500,649,1,1,1
885000,649,1,1,1
735000,649,1,1,1
600000,649,1,1,0
465000,549,1,1,0
1188000,1299,2,2,1
710000,549,1,1,1
880000,849,2,2,1
1375000,1299,2,2,1
1910000,1699,2,3,1
1215000,949,2,2,1
546000,549,1,1,0
980000,849,2,2,1
590000,849,1,1,1
748900,649,2,1,0
690000,549,1,1,1
575000,649,1,1,1
2045000,1699,2,3,1
448000,249,0,1,0
615000,549,1,1,0
2090000,1699,2,3,1
735000,549,1,1,0
619900,0,1,1,1
581600,849,1,1,0
608000,249,1,1,0
858000,649,1,1,1
445000,549,1,1,0
552000,549,0,1,1
730000,849,1,2,0
630000,849,1,2,0
536000,249,0,1,0
966000,849,2,2,1
625000,749,1,1,0
545000,549,1,1,0
597000,749,1,1,0
1875000,1699,2,3,1
677000,649,1,1,0
690000,749,2,2,0
835000,749,3,1,1
1250000,1499,2,2,1
943000,949,2,2,1
769000,749,1,1,1
1280000,1299,3,2,1
570000,649,1,1,1
1310000,1699,2,2,2
1350000,1299,3,2,20
980000,849,1,1,1
1153900,849,2,2,1
848000,849,1,2,1
1195000,1099,2,2,1
812800,749,1,2,1
570000,649,1,1,1
578000,549,1,1,1
687000,549,1,1,1
690000,649,1,1,0
2000000,1499,2,2,1
1005000,949,2,2,1
662000,549,1,1,0
835000,749,2,2,1
617000,749,1,1,1
1070000,849,2,2,1
782880,549,1,1,1
650000,549,1,1,0
555000,249,1,1,0
881000,849,2,2,0
980000,1299,2,2,1
926800,849,2,2,1
722000,649,1,1,0
738000,549,1,1,0
1328000,849,2,2,1
780000,1099,2,2,1
839500,749,2,2,1
945000,749,2,2,1
766000,749,2,2,1
676000,649,1,1,0
540000,549,1,1,1
2475000,2374,2,3,1
833000,749,1,2,1
571888,749,1,1,0
844000,749,2,2,1
959000,749,2,2,1
838000,1099,1,2,1
915000,849,2,2,1
2195000,2374,2,2,1
550000,649,1,1,1
1255000,1099,3,2,1
622000,549,1,1,0
461000,249,0,1,0
641000,549,1,1,0
635000,649,1,1,0
880000,649,1,1,0
960000,749,2,2,0
845000,749,2,2,1
711680,649,1,1,1
695000,649,1,1,1
945000,849,2,2,1
585000,749,1,2,1
712500,549,1,1,0
840000,849,2,2,1
1100000,849,2,2,1
1699900,1299,3,2,1
620000,549,1,1,0
746000,1099,2,2,0
584000,649,1,1,0
2750000,1899,2,3,2
708000,749,1,1,1
653900,649,1,1,0
1680000,1499,1,2,1
830000,749,1,2,1
729000,749,1,2,1
2250000,2374,2,3,1
829000,749,2,1,0
838000,849,2,2,1
651800,649,1,1,1
635000,649,1,1,0
552000,549,1,1,1
1300000,1099,1,2,1
988000,749,2,2,1
593000,649,1,1,0
1250000,849,2,2,1
560000,249,1,1,0
845000,1299,2,2,2
499999,249,1,1,0
620000,549,1,1,0
588000,549,1,1,0
525000,749,1,1,0
858000,749,1,2,1
605000,649,1,1,1
880000,849,2,2,1
736300,649,2,1,0
865000,649,1,1,0
565000,249,1,1,0
650000,749,1,1,1
900000,949,2,2,1
716000,1099,2,2,0
660000,549,1,1,0
620500,749,1,1,0
1001000,949,2,2,1
567000,649,1,1,0
2330000,2124,2,2,1
732000,649,2,1,0
555000,249,1,1,0
733000,1099,1,2,1
475500,549,1,1,0
722125,1099,1,2,1
542000,549,1,1,0
950000,749,2,2,1
650000,549,1,1,0
610000,249,1,1,0
595000,549,1,1,0
545000,549,0,1,0
618000,549,1,1,0
512000,549,0,1,0
554750,749,1,1,1
1310000,1099,1,2,1
750000,649,1,1,1
882000,1099,2,2,1
645000,549,1,1,0
905000,649,1,1,1
640000,649,1,1,1
1000000,1099,2,2,1
1295000,1099,1,2,1
505000,549,1,1,0
745000,1099,2,2,1
1080000,1099,2,2,1
370000,249,0,1,0
710000,749,1,2,1
750000,649,1,1,1
492500,249,0,1,0
745000,549,1,1,0
685000,549,1,1,0
560000,549,1,1,0
595000,549,1,1,0
631000,549,1,1,1
750000,649,2,1,1
794000,1099,2,2,1
675000,649,1,1,0
750000,849,2,1,1
976500,849,2,2,1
1330000,1099,1,2,1
795000,749,2,2,1
713500,749,1,2,1
590000,549,1,1,1
1999000,1699,2,3,1
398500,249,0,1,0
463000,249,0,1,0
616000,249,1,1,0
880000,1099,1,2,1
650000,549,1,1,0
670000,649,1,1,0
730000,649,1,1,1
425000,249,0,1,0
760000,649,1,1,1
785000,849,2,2,1
741000,549,1,1,0
550000,549,1,1,0
555000,749,1,1,0
877000,849,2,2,1
680000,749,1,1,0
590000,649,1,1,1
826300,1099,2,2,1
1125000,1499,2,2,1
635000,649,1,1,1
605000,249,0,1,0
610000,649,1,1,0
1635000,1499,2,3,1
1080000,749,2,2,1
562000,249,1,1,0
1180000,1299,2,2,1
910000,649,1,1,1
806000,649,1,1,0
765000,749,1,1,1
680000,649,2,1,0
625000,849,1,1,1
495000,249,0,1,0
464900,549,1,1,0
3399999,2624,3,4,2
1500000,1099,1,2,1
440000,249,0,1,0
650000,649,1,2,1
643800,549,1,1,0
895000,649,1,1,1
718000,1099,2,2,0
1550000,1299,2,3,1
968000,849,2,2,1
775000,749,1,2,1
376000,249,1,1,0
785000,749,1,1,1
709000,649,1,1,0
910000,849,2,2,1
515000,549,1,1,0
2600000,2124,2,3,1
617000,849,1,1,0
679000,649,1,1,0
600000,549,1,1,0
796000,549,1,1,0
625000,549,1,1,0
484888,549,1,1,0
855000,849,2,2,1
601175,649,1,2,1
928000,849,2,2,1
724000,749,2,2,1
770000,749,2,2,0
571000,649,1,1,0
965000,1099,2,2,1
956000,749,2,2,1
528000,849,1,1,0
715000,649,1,1,0
1100000,1899,3,2,1
630000,549,1,1,0
846200,749,2,2,1
574000,549,1,1,0
670000,649,1,1,0
738800,549,1,1,0
850000,1299,1,2,1
467100,249,0,1,0
706000,549,1,1,1
635000,549,1,1,0
405000,249,1,1,0
752000,749,1,2,1
733000,749,1,2,1
818000,1099,2,2,1
648888,549,1,1,0
555000,649,1,1,0
1325000,1699,3,4,1
960000,849,1,1,1
680000,649,1,1,0
939000,849,2,2,1
351000,249,1,1,0
880800,849,2,2,1
852800,749,2,2,1
837000,749,2,2,1
627000,749,1,1,0
670000,649,1,1,0
830000,749,2,2,0
1230000,1099,2,2,1
925000,849,2,2,1
1348000,1099,1,2,1
775000,1099,2,2,1
650000,549,1,1,1
700000,1099,2,2,1
600000,549,1,1,0
633500,749,1,1,0
408000,249,1,1,0
723000,649,1,2,0
635000,249,1,1,0
655000,549,1,1,0
612000,749,1,2,1
925000,1099,2,2,1
745000,649,1,1,0
445000,249,0,1,1
600000,649,1,1,0
1456000,1499,2,3,1
858000,849,2,2,1
633000,549,1,1,0
563800,249,1,1,0
1237500,849,1,1,1
788000,749,1,2,0
400000,549,1,1,0
1065000,749,2,2,1
640000,549,1,1,1
620888,549,1,1,0
590000,649,1,1,1
487000,249,0,1,0
750000,549,1,1,0
467000,249,0,1,0
589000,749,1,1,2
866800,749,2,2,1
738000,649,1,2,0
755000,749,1,2,1
1065000,849,1,1,1
525000,649,1,1,0
580000,649,1,1,1
1035000,1099,2,2,1
2140000,1699,2,3,1
735000,749,1,2,1
635000,649,1,1,0
2050000,1499,2,2,2
928000,849,2,2,1
934000,849,2,2,1
635000,549,1,1,0
680000,1099,1,1,1
752688,949,2,2,1
589000,749,1,1,0
572500,649,1,1,0
670000,649,1,1,0
670000,549,1,1,0
1388000,1499,2,3,1
830000,749,2,2,1
740000,749,1,2,1
750000,549,1,1,0
965000,849,2,2,1
1450000,1499,2,3,1
618000,249,1,1,0
545000,249,0,1,0
510000,249,0,1,0
748800,649,2,1,0
1550000,1499,1,2,1
545000,549,1,1,0
510000,249,0,1,0
1330000,849,2,2,1
1028000,849,2,2,1
570000,549,1,1,0
585000,549,1,1,1
590000,649,1,1,0
667500,849,1,2,1
388000,249,0,1,0
870000,1299,2,2,1
535000,649,1,1,1
475000,249,0,1,0
735000,949,2,1,1
698000,749,1,1,0
960000,849,2,2,1
1100000,949,2,3,1
1612000,1499,2,3,1
799000,1099,2,2,1
600000,249,1,1,0
760000,549,1,1,0
727000,649,1,1,1
650000,649,1,1,1
941000,749,2,2,1
655000,249,1,1,0
1200000,1899,3,2,1
885000,849,2,2,1
585000,249,1,1,0
1210000,749,2,2,1
775000,749,2,2,0
633000,549,1,1,0
688000,549,1,1,0
2168000,1699,2,3,1
699899,949,2,2,0
606000,249,1,1,0
939900,1099,2,2,1
710000,549,1,1,0
608000,749,1,2,0
640000,549,1,1,0
1599900,1499,2,2,1
660000,649,1,1,0
755000,1099,2,2,1
468000,249,0,1,0
920000,649,1,1,1
575000,249,1,1,0
949000,749,2,2,1
615000,649,1,1,1
650000,549,1,1,0
760000,949,2,2,1
950000,849,2,2,1
615000,549,1,1,0
750000,549,1,1,0
658000,549,1,1,0
746000,649,1,1,1
813000,749,2,2,1
762800,849,2,2,1
3750000,1899,2,3,2
535800,549,0,1,0
651800,749,1,1,1
632000,549,1,1,0
635000,549,1,1,0
595000,249,1,1,0
1250000,1099,2,2,1
719000,549,1,1,0
579000,649,1,1,1
682500,649,1,1,0
868000,649,1,1,1
743000,549,1,1,0
759000,949,2,2,1
499000,249,0,1,0
1375000,949,2,2,1
648800,649,1,1,0
577000,549,1,1,0
2766000,1899,2,3,2
740000,849,2,2,1
825000,1099,2,2,1
940000,1099,2,2,1
680000,549,1,1,1
985000,949,2,2,0
505000,249,0,1,0
680000,749,1,1,1
755000,949,2,2,1
768000,649,1,1,0
620000,549,1,1,0
748000,549,1,1,0
564000,549,1,1,0
565000,749,1,1,1
720000,649,1,1,1
562000,249,1,1,1
899800,849,2,2,1
529000,549,1,1,0
475000,549,1,1,0
880000,849,2,2,1
2750000,2874,2,3,2
1127500,1099,2,2,1
737000,649,1,1,0
508000,249,0,1,0
2295000,2124,2,3,1
850000,749,1,1,1
880000,1099,2,2,1
912000,849,2,2,1
1960000,2374,3,3,2
512000,549,1,1,1
695000,549,1,1,0
560000,549,1,1,1
1130000,849,3,2,1
708000,749,1,1,1
1510000,1299,1,2,1
778000,749,2,2,0
826000,749,1,2,1
622000,849,1,1,0
785000,849,2,2,1
642500,549,1,1,0
599900,749,1,1,0
688555,749,1,1,1
480000,249,1,1,0
2050000,1899,2,2,1
538000,549,1,1,1
1520000,1899,3,3,1
1973000,1499,2,3,1
688888,749,1,1,0
623000,249,1,1,0
646888,749,1,1,1
650000,649,1,1,1
800000,649,1,1,0
904660,949,2,2,1
2240000,1499,1,2,2
4888000,4124,2,4,2
720000,749,1,2,1
536000,249,0,1,0
565000,549,1,1,0
785000,849,2,2,0
1030000,849,2,2,1
790000,749,2,2,1
737000,649,1,1,1
632000,649,1,1,0
558000,749,1,1,0
680000,549,1,1,0
648168,849,1,1,1
682902,549,1,1,1
1240000,1099,2,3,1
745000,749,1,1,1
782000,949,2,2,1
718000,649,1,1,1
740000,649,1,1,1
722500,549,1,1,0
450000,249,0,1,0
915000,1099,2,2,1
880000,749,2,2,1
699000,749,1,1,1
805000,849,2,2,1
804000,849,2,2,1
817000,949,2,2,1
1265000,1499,3,2,1
568000,549,1,1,0
647000,849,1,2,0
401000,249,1,1,0
640000,649,1,1,0
568800,549,1,1,0
875000,849,2,2,1
610000,249,1,1,0
695000,549,1,1,0
600000,649,1,1,0
615000,749,1,1,0
508500,549,1,1,0
595000,649,1,1,1
603000,749,1,1,1
1975000,1699,2,3,1
900000,1299,2,2,1
1325000,849,2,2,1
570000,649,1,1,0
1360000,1299,1,2,1
543000,649,1,1,0
1250000,849,2,2,1
1650000,1499,1,2,1
532519,249,0,1,0
855000,749,1,2,1
410000,249,0,1,0
610000,649,1,1,1
1099500,1499,2,2,1
567000,649,1,1,1
703000,749,1,2,1
2750000,4124,4,4,4
809000,1099,2,2,1
1100000,949,2,2,1
1076000,1099,2,2,1
658000,649,1,1,1
682000,649,1,1,1
830000,949,2,2,1
910000,849,2,2,1
756000,749,1,2,0
720000,949,1,2,1
475000,249,0,1,0
995000,1299,2,2,1
905000,949,2,2,1
691500,549,1,1,0
1138000,849,2,2,1
635000,749,1,1,0
780000,749,2,1,0
1095000,849,2,2,1
1213000,849,1,1,1
780000,1099,2,2,1
825000,1299,2,2,1
720000,849,2,2,1
755000,1699,3,2,1
520000,649,1,1,1
720000,949,3,2,1
645000,849,2,2,1
720000,1099,2,2,1
775000,1099,2,2,1
585000,749,1,1,1
370000,249,0,1,0
835000,1099,2,2,1
783000,1499,2,2,1
720000,1099,2,2,1
765000,1299,2,2,1
855000,949,1,2,1
672000,849,2,2,1
800000,1299,2,2,1
